40:58.3,Drive,Update Variables,Gyro Angle,0,RawGyro,0,Gyro Velocity,0,Pitch,0,Odometry X,0,Odometry Y,0,Odometry Theta,0,Drive X Velocity,0,Drive Y Velocity,0,FL CCangle deg,-90,FL CCangle DPS,0,FL FXangle deg,-90,FL FXangle DPS,0,FL turn output,0.291992188,FL drive meters,0,FL drive mps,0,FL drive output,-0.525390625,FL drive temp,22,FL turn temp,22,FR CCangle deg,-90,FR CCangle DPS,0,FR FXangle deg,-90,FR FXangle DPS,0,FR turn output,-0.50390625,FR drive meters,0,FR drive mps,0,FR drive output,-0.529296875,FR drive temp,22,FR turn temp,22,BL CCangle deg,-90,BL CCangle DPS,0,BL FXangle deg,-90,BL FXangle DPS,0,BL turn output,-0.29296875,BL drive meters,0,BL drive mps,0,BL drive output,-0.530273438,BL drive temp,22,BL turn temp,22,BR CCangle deg,-90,BR CCangle DPS,0,BR FXangle deg,-90,BR FXangle DPS,0,BR turn output,-0.482421875,BR drive meters,0,BR drive mps,0,BR drive output,-0.532226563,BR drive temp,22,BR turn temp,22
40:58.3,DriveTrajectory,Execute,Time,0.159868,Traj X,1.138098091,Traj Y,2.286243763,Traj Vel,0.574866,Traj VelAng,0.270125802,Target rot,0,Robot X,0,Robot Y,0,Robot Vel,0,Robot VelAng,0,Robot rot,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40:58.4,Manipulator,Update Variables,Bus Volt,12,Temperature,0,Out Percent,0,Amps,-2.48,Piston cone,TRUE,Cone sensor,FALSE,Cube sensor,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40:58.4,DriveTrajectory,Execute,Time,0.180743,Traj X,1.150893017,Traj Y,2.286311716,Traj Vel,0.6500736,Traj VelAng,0.345428273,Target rot,0,Robot X,0,Robot Y,0,Robot Vel,0,Robot VelAng,0,Robot rot,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40:58.4,Intake,Update Variables,Motor 1 Bus Volt,12,Motor 1 Out Percent,0,Motor 1 Amps,0,Motor 2 Bus Volt,12,Motor 2 Out Percent,0,Motor 2 Amps,0,Piston extended,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40:58.4,DriveTrajectory,Execute,Time,0.199518,Traj X,1.163776971,Traj Y,2.286380142,Traj Vel,0.7178868,Traj VelAng,0.421254699,Target rot,0,Robot X,0,Robot Y,0,Robot Vel,0,Robot VelAng,0,Robot rot,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40:58.4,DriveTrajectory,Execute,Time,0.219754,Traj X,1.178982501,Traj Y,2.286460898,Traj Vel,0.79047,Traj VelAng,0.510744392,Target rot,0,Robot X,0,Robot Y,0,Robot Vel,0,Robot VelAng,0,Robot rot,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40:58.4,DriveTrajectory,Execute,Time,0.240018,Traj X,1.195732401,Traj Y,2.286566788,Traj Vel,0.8633916,Traj VelAng,0.608408461,Target rot,0,Robot X,0,Robot Y,0,Robot Vel,0,Robot VelAng,0,Robot rot,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40:58.4,DriveTrajectory,Execute,Time,0.259647,Traj X,1.213468541,Traj Y,2.286837819,Traj Vel,0.9344304,Traj VelAng,0.70323796,Target rot,0,Robot X,0,Robot Y,0,Robot Vel,0,Robot VelAng,0,Robot rot,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40:58.5,DriveTrajectory,Execute,Time,0.279863,Traj X,1.232931242,Traj Y,2.287135233,Traj Vel,1.006632,Traj VelAng,0.807298834,Target rot,0,Robot X,0,Robot Y,0,Robot Vel,0,Robot VelAng,0,Robot rot,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40:58.5,DriveTrajectory,Execute,Time,0.299904,Traj X,1.253945423,Traj Y,2.287456357,Traj Vel,1.0791792,Traj VelAng,0.919654971,Target rot,0,Robot X,0,Robot Y,0,Robot Vel,0,Robot VelAng,0,Robot rot,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40:58.5,Wrist,Update Variables,Temp,20,Percent Output,0,Amps,0,WristCalZero,0,Enc Raw,0,Wrist Degrees,0,Wrist Angle,0,Wrist Target,0,Rev Connected,TRUE,Rev Degrees,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40:58.5,DriveTrajectory,Execute,Time,0.320021,Traj X,1.276412191,Traj Y,2.287799677,Traj Vel,1.1516976,Traj VelAng,1.039777633,Target rot,0,Robot X,0,Robot Y,0,Robot Vel,0,Robot VelAng,0,Robot rot,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40:58.5,Elevator,Update Variables,Temp,20,PctOut,0,Amps,0,Enc Rots,0,Enc Inches,12.5,Elev Target,12.5,Elev Vel,0,Upper Limit,FALSE,Lower Limit,FALSE,Elev Calibrated,FALSE,Elev Pos Control,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40:58.5,DriveTrajectory,Execute,Time,0.340037,Traj X,1.300177246,Traj Y,2.288203649,Traj Vel,1.2237408,Traj VelAng,1.164448055,Target rot,0,Robot X,0,Robot Y,0,Robot Vel,0,Robot VelAng,0,Robot rot,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40:58.5,Drive,Update Variables,Gyro Angle,0,RawGyro,0,Gyro Velocity,0,Pitch,0,Odometry X,0,Odometry Y,0,Odometry Theta,0,Drive X Velocity,0,Drive Y Velocity,0,FL CCangle deg,-90,FL CCangle DPS,0,FL FXangle deg,-90,FL FXangle DPS,0,FL turn output,-0.341796875,FL drive meters,0,FL drive mps,0,FL drive output,-0.693359375,FL drive temp,20,FL turn temp,19,FR CCangle deg,-90,FR CCangle DPS,0,FR FXangle deg,-90,FR FXangle DPS,0,FR turn output,-0.671875,FR drive meters,0,FR drive mps,0,FR drive output,-0.697265625,FR drive temp,19,FR turn temp,19,BL CCangle deg,-90,BL CCangle DPS,0,BL FXangle deg,-90,BL FXangle DPS,0,BL turn output,-0.29296875,BL drive meters,0,BL drive mps,0,BL drive output,-0.69921875,BL drive temp,19,BL turn temp,19,BR CCangle deg,-90,BR CCangle DPS,0,BR FXangle deg,-90,BR FXangle DPS,0,BR turn output,-0.688476563,BR drive meters,0,BR drive mps,0,BR drive output,-0.700195313,BR drive temp,19,BR turn temp,19
40:58.5,DriveTrajectory,Execute,Time,0.36024,Traj X,1.325614707,Traj Y,2.288821372,Traj Vel,1.2964356,Traj VelAng,1.287022008,Target rot,0,Robot X,0,Robot Y,0,Robot Vel,0,Robot VelAng,0,Robot rot,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40:58.6,Manipulator,Update Variables,Bus Volt,12,Temperature,0,Out Percent,0,Amps,-2.48,Piston cone,TRUE,Cone sensor,FALSE,Cube sensor,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40:58.6,DriveTrajectory,Execute,Time,0.381313,Traj X,1.353691239,Traj Y,2.289503181,Traj Vel,1.3722084,Traj VelAng,1.42231269,Target rot,0,Robot X,0,Robot Y,0,Robot Vel,0,Robot VelAng,0,Robot rot,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40:58.6,Intake,Update Variables,Motor 1 Bus Volt,12,Motor 1 Out Percent,0,Motor 1 Amps,0,Motor 2 Bus Volt,12,Motor 2 Out Percent,0,Motor 2 Amps,0,Piston extended,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40:58.6,DriveTrajectory,Execute,Time,0.40028,Traj X,1.380331679,Traj Y,2.290150117,Traj Vel,1.4404248,Traj VelAng,1.550683359,Target rot,0,Robot X,0,Robot Y,0,Robot Vel,0,Robot VelAng,0,Robot rot,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40:58.6,DriveTrajectory,Execute,Time,0.421053,Traj X,1.411022126,Traj Y,2.291008733,Traj Vel,1.50969969,Traj VelAng,1.691235252,Target rot,0,Robot X,0,Robot Y,0,Robot Vel,0,Robot VelAng,0,Robot rot,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40:58.6,DriveTrajectory,Execute,Time,0.440024,Traj X,1.440176085,Traj Y,2.291951377,Traj Vel,1.56673285,Traj VelAng,1.81653064,Target rot,0,Robot X,0,Robot Y,0,Robot Vel,0,Robot VelAng,0,Robot rot,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40:58.6,DriveTrajectory,Execute,Time,0.460353,Traj X,1.47272671,Traj Y,2.293003846,Traj Vel,1.628051843,Traj VelAng,1.956423923,Target rot,0,Robot X,0,Robot Y,0,Robot Vel,0,Robot VelAng,0,Robot rot,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40:58.7,DriveTrajectory,Execute,Time,0.479402,Traj X,1.504181987,Traj Y,2.294065935,Traj Vel,1.674111195,Traj VelAng,2.088330136,Target rot,0,Robot X,0,Robot Y,0,Robot Vel,0,Robot VelAng,0,Robot rot,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40:58.7,DriveTrajectory,Execute,Time,0.499574,Traj X,1.537999451,Traj Y,2.295399655,Traj Vel,1.675594759,Traj VelAng,2.21616937,Target rot,0,Robot X,0,Robot Y,0,Robot Vel,0,Robot VelAng,0,Robot rot,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40:58.7,Wrist,Update Variables,Temp,18,Percent Output,0,Amps,0,WristCalZero,0,Enc Raw,0,Wrist Degrees,0,Wrist Angle,0,Wrist Target,0,Rev Connected,TRUE,Rev Degrees,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40:58.7,DriveTrajectory,Execute,Time,0.520196,Traj X,1.572373068,Traj Y,2.296755309,Traj Vel,1.677101375,Traj VelAng,2.346111012,Target rot,0,Robot X,0,Robot Y,0,Robot Vel,0,Robot VelAng,0,Robot rot,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40:58.7,Elevator,Update Variables,Temp,18,PctOut,0,Amps,0,Enc Rots,0,Enc Inches,12.5,Elev Target,12.5,Elev Vel,0,Upper Limit,FALSE,Lower Limit,FALSE,Elev Calibrated,FALSE,Elev Pos Control,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40:58.7,DriveTrajectory,Execute,Time,0.540095,Traj X,1.605710578,Traj Y,2.298116038,Traj Vel,1.678572155,Traj VelAng,2.468278609,Target rot,0,Robot X,0,Robot Y,0,Robot Vel,0,Robot VelAng,0,Robot rot,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40:58.7,Drive,Update Variables,Gyro Angle,0,RawGyro,0,Gyro Velocity,0,Pitch,0,Odometry X,0,Odometry Y,0,Odometry Theta,0,Drive X Velocity,0,Drive Y Velocity,0,FL CCangle deg,-90,FL CCangle DPS,0,FL FXangle deg,-90,FL FXangle DPS,0,FL turn output,-0.791992188,FL drive meters,0,FL drive mps,0,FL drive output,-0.36328125,FL drive temp,17,FL turn temp,17,FR CCangle deg,-90,FR CCangle DPS,0,FR FXangle deg,-90,FR FXangle DPS,0,FR turn output,-0.333007813,FR drive meters,0,FR drive mps,0,FR drive output,-0.362304688,FR drive temp,17,FR turn temp,17,BL CCangle deg,-90,BL CCangle DPS,0,BL FXangle deg,-90,BL FXangle DPS,0,BL turn output,-0.29296875,BL drive meters,0,BL drive mps,0,BL drive output,-0.361328125,BL drive temp,17,BL turn temp,17,BR CCangle deg,-90,BR CCangle DPS,0,BR FXangle deg,-90,BR FXangle DPS,0,BR turn output,-0.325195313,BR drive meters,0,BR drive mps,0,BR drive output,-0.369140625,BR drive temp,18,BR turn temp,17
40:58.7,DriveTrajectory,Execute,Time,0.561116,Traj X,1.64106826,Traj Y,2.299728531,Traj Vel,1.680170672,Traj VelAng,2.583632932,Target rot,0,Robot X,0,Robot Y,0,Robot Vel,0,Robot VelAng,0,Robot rot,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40:58.8,Manipulator,Update Variables,Bus Volt,12,Temperature,0,Out Percent,0,Amps,-2.48,Piston cone,TRUE,Cone sensor,FALSE,Cube sensor,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40:58.8,DriveTrajectory,Execute,Time,0.580577,Traj X,1.673793496,Traj Y,2.301220972,Traj Vel,1.681648822,Traj VelAng,2.690398909,Target rot,0,Robot X,0,Robot Y,0,Robot Vel,0,Robot VelAng,0,Robot rot,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40:58.8,Intake,Update Variables,Motor 1 Bus Volt,12,Motor 1 Out Percent,0,Motor 1 Amps,0,Motor 2 Bus Volt,12,Motor 2 Out Percent,0,Motor 2 Amps,0,Piston extended,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40:58.8,DriveTrajectory,Execute,Time,0.600762,Traj X,1.70773053,Traj Y,2.302818981,Traj Vel,1.683197632,Traj VelAng,2.796093262,Target rot,0,Robot X,0,Robot Y,0,Robot Vel,0,Robot VelAng,0,Robot rot,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40:58.8,DriveTrajectory,Execute,Time,0.6197,Traj X,1.739529469,Traj Y,2.304435397,Traj Vel,1.68468848,Traj VelAng,2.883232813,Target rot,0,Robot X,0,Robot Y,0,Robot Vel,0,Robot VelAng,0,Robot rot,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40:58.8,DriveTrajectory,Execute,Time,0.639681,Traj X,1.773139966,Traj Y,2.306143899,Traj Vel,1.686262827,Traj VelAng,2.97533663,Target rot,0,Robot X,0,Robot Y,0,Robot Vel,0,Robot VelAng,0,Robot rot,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40:58.8,DriveTrajectory,Execute,Time,0.660064,Traj X,1.807433672,Traj Y,2.307930553,Traj Vel,1.687889903,Traj VelAng,3.063930129,Target rot,0,Robot X,0,Robot Y,0,Robot Vel,0,Robot VelAng,0,Robot rot,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40:58.9,DriveTrajectory,Execute,Time,0.681266,Traj X,1.843262209,Traj Y,2.309905258,Traj Vel,1.689643431,Traj VelAng,3.143089853,Target rot,0,Robot X,0,Robot Y,0,Robot Vel,0,Robot VelAng,0,Robot rot,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40:58.9,DriveTrajectory,Execute,Time,0.699563,Traj X,1.874151313,Traj Y,2.311607725,Traj Vel,1.691153753,Traj VelAng,3.211336373,Target rot,0,Robot X,0,Robot Y,0,Robot Vel,0,Robot VelAng,0,Robot rot,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40:58.9,Wrist,Update Variables,Temp,15,Percent Output,0,Amps,0,WristCalZero,0,Enc Raw,0,Wrist Degrees,0,Wrist Angle,0,Wrist Target,0,Rev Connected,TRUE,Rev Degrees,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40:58.9,DriveTrajectory,Execute,Time,0.720595,Traj X,1.909695029,Traj Y,2.313613184,Traj Vel,1.69292707,Traj VelAng,3.282269344,Target rot,0,Robot X,0,Robot Y,0,Robot Vel,0,Robot VelAng,0,Robot rot,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40:58.9,Elevator,Update Variables,Temp,14,PctOut,0,Amps,0,Enc Rots,0,Enc Inches,12.5,Elev Target,12.5,Elev Vel,0,Upper Limit,FALSE,Lower Limit,FALSE,Elev Calibrated,FALSE,Elev Pos Control,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40:58.9,DriveTrajectory,Execute,Time,0.740605,Traj X,1.943499729,Traj Y,2.31558887,Traj Vel,1.6946664,Traj VelAng,3.338553167,Target rot,0,Robot X,0,Robot Y,0,Robot Vel,0,Robot VelAng,0,Robot rot,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40:58.9,Drive,Update Variables,Gyro Angle,0,RawGyro,0,Gyro Velocity,0,Pitch,0,Odometry X,0,Odometry Y,0,Odometry Theta,0,Drive X Velocity,0,Drive Y Velocity,0,FL CCangle deg,-90,FL CCangle DPS,0,FL FXangle deg,-90,FL FXangle DPS,0,FL turn output,-0.330078125,FL drive meters,0,FL drive mps,0,FL drive output,-0.346679688,FL drive temp,14,FL turn temp,14,FR CCangle deg,-90,FR CCangle DPS,0,FR FXangle deg,-90,FR FXangle DPS,0,FR turn output,-0.295898438,FR drive meters,0,FR drive mps,0,FR drive output,-0.345703125,FR drive temp,14,FR turn temp,14,BL CCangle deg,-90,BL CCangle DPS,0,BL FXangle deg,-90,BL FXangle DPS,0,BL turn output,-0.29296875,BL drive meters,0,BL drive mps,0,BL drive output,-0.345703125,BL drive temp,14,BL turn temp,14,BR CCangle deg,-90,BR CCangle DPS,0,BR FXangle deg,-90,BR FXangle DPS,0,BR turn output,-0.295898438,BR drive meters,0,BR drive mps,0,BR drive output,-0.345703125,BR drive temp,14,BR turn temp,14
40:58.9,DriveTrajectory,Execute,Time,0.76057,Traj X,1.977208742,Traj Y,2.317558963,Traj Vel,1.69639903,Traj VelAng,3.394677674,Target rot,0,Robot X,0,Robot Y,0,Robot Vel,0,Robot VelAng,0,Robot rot,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40:59.0,Manipulator,Update Variables,Bus Volt,12,Temperature,0,Out Percent,0,Amps,-2.48,Piston cone,TRUE,Cone sensor,FALSE,Cube sensor,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40:59.0,DriveTrajectory,Execute,Time,0.780096,Traj X,2.010158444,Traj Y,2.319524315,Traj Vel,1.698144659,Traj VelAng,3.440074105,Target rot,0,Robot X,0,Robot Y,0,Robot Vel,0,Robot VelAng,0,Robot rot,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40:59.0,Intake,Update Variables,Motor 1 Bus Volt,12,Motor 1 Out Percent,0,Motor 1 Amps,0,Motor 2 Bus Volt,12,Motor 2 Out Percent,0,Motor 2 Amps,0,Piston extended,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40:59.0,DriveTrajectory,Execute,Time,0.800537,Traj X,2.044857744,Traj Y,2.321634128,Traj Vel,1.700035351,Traj VelAng,3.478305451,Target rot,0,Robot X,0,Robot Y,0,Robot Vel,0,Robot VelAng,0,Robot rot,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40:59.0,DriveTrajectory,Execute,Time,0.820325,Traj X,2.078520341,Traj Y,2.323680907,Traj Vel,1.701867548,Traj VelAng,3.515394569,Target rot,0,Robot X,0,Robot Y,0,Robot Vel,0,Robot VelAng,0,Robot rot,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40:59.0,DriveTrajectory,Execute,Time,0.840295,Traj X,2.112398147,Traj Y,2.325771324,Traj Vel,1.703795053,Traj VelAng,3.539585828,Target rot,0,Robot X,0,Robot Y,0,Robot Vel,0,Robot VelAng,0,Robot rot,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40:59.0,DriveTrajectory,Execute,Time,0.861324,Traj X,2.148379244,Traj Y,2.328008265,Traj Vel,1.705886684,Traj VelAng,3.558081058,Target rot,0,Robot X,0,Robot Y,0,Robot Vel,0,Robot VelAng,0,Robot rot,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40:59.1,DriveTrajectory,Execute,Time,0.880527,Traj X,2.181024285,Traj Y,2.330037804,Traj Vel,1.707782168,Traj VelAng,3.574861467,Target rot,0,Robot X,0,Robot Y,0,Robot Vel,0,Robot VelAng,0,Robot rot,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40:59.1,DriveTrajectory,Execute,Time,0.90056,Traj X,2.21523589,Traj Y,2.332174995,Traj Vel,1.707428926,Traj VelAng,3.574193545,Target rot,0,Robot X,0,Robot Y,0,Robot Vel,0,Robot VelAng,0,Robot rot,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40:59.1,Wrist,Update Variables,Temp,13,Percent Output,0,Amps,0,WristCalZero,0,Enc Raw,0,Wrist Degrees,0,Wrist Angle,0,Wrist Target,0,Rev Connected,TRUE,Rev Degrees,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40:59.1,DriveTrajectory,Execute,Time,0.91969,Traj X,2.247873031,Traj Y,2.334215395,Traj Vel,1.706734707,Traj VelAng,3.570769931,Target rot,0,Robot X,0,Robot Y,0,Robot Vel,0,Robot VelAng,0,Robot rot,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40:59.1,Elevator,Update Variables,Temp,13,PctOut,0,Amps,0,Enc Rots,0,Enc Inches,12.5,Elev Target,12.5,Elev Vel,0,Upper Limit,FALSE,Lower Limit,FALSE,Elev Calibrated,FALSE,Elev Pos Control,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40:59.1,DriveTrajectory,Execute,Time,0.940391,Traj X,2.283154813,Traj Y,2.336419147,Traj Vel,1.705855783,Traj VelAng,3.565221714,Target rot,0,Robot X,0,Robot Y,0,Robot Vel,0,Robot VelAng,0,Robot rot,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40:59.1,Drive,Update Variables,Gyro Angle,0,RawGyro,0,Gyro Velocity,0,Pitch,0,Odometry X,0,Odometry Y,0,Odometry Theta,0,Drive X Velocity,0,Drive Y Velocity,0,FL CCangle deg,-90,FL CCangle DPS,0,FL FXangle deg,-90,FL FXangle DPS,0,FL turn output,-0.296875,FL drive meters,0,FL drive mps,0,FL drive output,-0.344726563,FL drive temp,12,FL turn temp,13,FR CCangle deg,-90,FR CCangle DPS,0,FR FXangle deg,-90,FR FXangle DPS,0,FR turn output,-0.29296875,FR drive meters,0,FR drive mps,0,FR drive output,-0.344726563,FR drive temp,13,FR turn temp,13,BL CCangle deg,-90,BL CCangle DPS,0,BL FXangle deg,-90,BL FXangle DPS,0,BL turn output,-0.29296875,BL drive meters,0,BL drive mps,0,BL drive output,-0.344726563,BL drive temp,13,BL turn temp,13,BR CCangle deg,-90,BR CCangle DPS,0,BR FXangle deg,-90,BR FXangle DPS,0,BR turn output,-0.29296875,BR drive meters,0,BR drive mps,0,BR drive output,-0.345703125,BR drive temp,13,BR turn temp,13
40:59.1,DriveTrajectory,Execute,Time,0.960314,Traj X,2.316995464,Traj Y,2.338510889,Traj Vel,1.703590252,Traj VelAng,3.539419041,Target rot,0,Robot X,0,Robot Y,0,Robot Vel,0,Robot VelAng,0,Robot rot,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
